OrderID,OrderDate,CustomerID,ProductID,SalespersonID,Quantity,UnitPrice,DiscountPct,GrossSales,DiscountAmount,NetSales,UnitCost,TotalCost,Profit,PaymentMethod,Channel,Status,ProfitMarginPct
ORD003465,2025-10-18,C0250,P052,S028,1,495.75,0.0529,495.75,26.23,469.52,297.9,297.9,171.62,Wallet,Retail Store,Completed,0.3655222354745272
ORD003466,2025-07-29,C0904,P036,S009,3,1185.47,0.0039,3556.41,13.87,3542.54,729.16,2187.48,1355.06,Bank Transfer,Direct Sales,Completed,0.38251085379417027
ORD003467,2024-12-10,C0415,P012,S016,5,868.81,0.0503,4344.05,218.51,4125.54,519.75,2598.75,1526.79,UPI,Retail Store,Completed,0.37008246193225613
ORD003468,2024-09-25,C1147,P028,S014,1,996.84,0.0762,996.84,75.96,920.88,567.6,567.6,353.28,Bank Transfer,Online,Completed,0.38363304665102943
ORD003469,2025-11-26,C0006,P009,S002,2,343.79,0.0553,687.58,38.02,649.56,253.79,507.58,141.98,Credit Card,Partner,Completed,0.21857873021737792
ORD003470,2024-09-24,C0849,P023,S024,6,1430.69,0.0555,8584.14,476.42,8107.72,822.45,4934.7,3173.02,Credit Card,Retail Store,Completed,0.3913578663298683
ORD003471,2024-06-17,C0013,P040,S010,2,435.66,0.0959,871.32,83.56,787.76,236.04,472.08,315.68,Bank Transfer,Direct Sales,Completed,0.4007311871636031
ORD003472,2024-02-02,C0006,P006,S010,5,601.18,0.0602,3005.9,180.96,2824.94,452.01,2260.05,564.89,Credit Card,Partner,Completed,0.19996530899771323
ORD003473,2025-01-11,C1145,P050,S006,3,539.83,0.0553,-1619.49,-89.56,-1529.93,265.17,-795.51,-734.42,Credit Card,Online,Returned,0.4800350342826142
ORD003474,2024-08-01,C0538,P019,S003,5,1494.66,0.0509,7473.3,380.39,7092.91,958.38,4791.9,2301.01,Credit Card,Retail Store,Completed,0.3244098684460962
ORD003475,2025-07-15,C0004,P020,S030,1,695.94,0.0496,695.94,34.52,661.42,374.13,374.13,287.29,Credit Card,Online,Completed,0.43435336095068194
ORD003476,2025-03-15,C0284,P018,S002,4,478.25,0.0378,1913.0,72.31,1840.69,252.6,1010.4,830.29,UPI,Partner,Completed,0.45107541193791456
ORD003477,2025-05-06,C0722,P027,S026,1,1301.36,0.06,1301.36,78.08,1223.28,781.74,781.74,441.54,UPI,Retail Store,Completed,0.36094761624484994
ORD003478,2025-01-27,C1016,P033,S030,2,1119.67,0.0221,2239.34,49.49,2189.85,771.16,1542.32,647.53,UPI,Direct Sales,Completed,0.2956960522410211
ORD003479,2025-05-03,C0693,P029,S010,1,1700.21,0.0469,1700.21,79.74,1620.47,1135.13,1135.13,485.34,UPI,Retail Store,Completed,0.29950569896388085
ORD003480,2025-12-22,C0657,P009,S006,3,343.79,0.033,1031.37,34.04,997.33,253.79,761.37,235.96,Credit Card,Retail Store,Completed,0.23659169983856898
ORD003481,2024-01-29,C0952,P045,S022,4,942.01,0.0523,3768.04,197.07,3570.97,680.67,2722.68,848.29,Credit Card,Retail Store,Completed,0.23755170163849038
ORD003482,2024-02-08,C0628,P044,S021,2,1027.24,0.0811,2054.48,166.62,1887.86,751.51,1503.02,384.84,Credit Card,Online,Completed,0.20384986174822287
ORD003483,2025-09-03,C0980,P058,S020,5,996.5,0.0433,4982.5,215.74,4766.76,611.43,3057.15,1709.61,UPI,Partner,Completed,0.35865241799461267
ORD003484,2024-06-21,C1054,P050,S025,3,539.83,0.0507,1619.49,82.11,1537.38,265.17,795.51,741.87,Bank Transfer,Direct Sales,Completed,0.48255473597939347
ORD003485,2024-01-17,C0374,P027,S002,4,1301.36,0.1391,5205.44,724.08,4481.36,781.74,3126.96,1354.4,Bank Transfer,Online,Completed,0.30222968027563063
ORD003486,2024-02-25,C1148,P053,S004,4,326.32,0.0187,1305.28,24.41,1280.87,218.75,875.0,405.87,Credit Card,Online,Completed,0.3168705645381655
ORD003487,2024-08-13,C1011,P039,S001,1,1595.53,0.1163,1595.53,185.56,1409.97,1171.41,1171.41,238.56,Credit Card,Online,Completed,0.16919508925721824
ORD003488,2025-07-11,C0650,P011,S012,4,837.2,0.0895,3348.8,299.72,3049.08,404.51,1618.04,1431.04,Bank Transfer,Online,Completed,0.46933501252836923
ORD003489,2024-03-07,C0725,P050,S010,5,539.83,0.0264,2699.15,71.26,2627.89,265.17,1325.85,1302.04,Bank Transfer,Online,Completed,0.4954697494948419
ORD003490,2024-07-15,C0812,P054,S028,1,194.76,0.0397,194.76,7.73,187.03,129.78,129.78,57.25,Bank Transfer,Retail Store,Completed,0.3061006255680907
ORD003491,2025-10-15,C1080,P042,S004,1,1788.05,0.0266,1788.05,47.56,1740.49,1041.65,1041.65,698.84,UPI,Online,Completed,0.40151911243385485
ORD003492,2024-01-23,C0132,P059,S012,2,317.16,0.0441,634.32,27.97,606.35,198.68,397.36,208.99,Bank Transfer,Online,Completed,0.3446689205904181
ORD003493,2025-08-28,C0781,P008,S024,1,623.65,0.0909,623.65,56.69,566.96,399.04,399.04,167.92,Wallet,Direct Sales,Completed,0.296176097079159
ORD003494,2024-08-24,C0122,P014,S010,2,1356.52,0.0519,2713.04,140.81,2572.23,791.88,1583.76,988.47,Bank Transfer,Online,Completed,0.3842852311029729
ORD003495,2025-07-19,C0202,P046,S019,5,530.17,0.0955,2650.85,253.16,2397.69,305.04,1525.2,872.49,UPI,Direct Sales,Completed,0.36388774195162843
ORD003496,2024-05-17,C0702,P013,S003,1,1414.83,0.0194,1414.83,27.45,1387.38,1040.3,1040.3,347.08,Bank Transfer,Partner,Completed,0.250169384018798
ORD003497,2025-04-17,C0558,P007,S028,1,1219.14,0.0047,1219.14,5.73,1213.41,857.09,857.09,356.32,Wallet,Direct Sales,Completed,0.29365177475049653
ORD003498,2025-07-06,C1064,P015,S022,1,835.85,0.0827,835.85,69.12,766.73,410.04,410.04,356.69,Credit Card,Direct Sales,Completed,0.46520939574556885
ORD003499,2025-09-01,C0579,P038,S014,2,1120.56,0.0136,2241.12,30.48,2210.64,686.73,1373.46,837.18,UPI,Retail Store,Completed,0.3787048094669417
ORD003500,2025-11-25,C1137,P044,S015,2,1027.24,0.047,2054.48,96.56,1957.92,751.51,1503.02,454.9,Bank Transfer,Online,Completed,0.2323383999346245
ORD003501,2025-10-01,C1086,P043,S002,5,1566.69,0.0034,7833.45,26.63,7806.82,1215.35,6076.75,1730.07,Credit Card,Direct Sales,Completed,0.22161007939212124
ORD003502,2024-08-16,C0227,P056,S016,3,226.11,0.0573,678.33,38.87,639.46,174.8,524.4,115.06,Cash,Partner,Completed,0.1799330685265693
ORD003503,2024-11-12,C0174,P018,S030,3,478.25,0.0137,1434.75,19.66,1415.09,252.6,757.8,657.29,Bank Transfer,Direct Sales,Completed,0.46448635775816377
ORD003504,2025-08-20,C1020,P036,S004,2,1185.47,0.0369,2370.94,87.49,2283.45,729.16,1458.32,825.13,Bank Transfer,Online,Completed,0.3613523396614772
ORD003505,2025-12-21,C1158,P031,S027,2,203.5,0.0288,407.0,11.72,395.28,120.45,240.9,154.38,Bank Transfer,Direct Sales,Completed,0.39055859137826354
ORD003506,2025-12-27,C1132,P004,S029,2,1131.75,0.1129,2263.5,255.55,2007.95,578.0,1156.0,851.95,Cash,Retail Store,Completed,0.42428845339774396
ORD003507,2025-09-03,C0143,P013,S030,2,1414.83,0.0404,2829.66,114.32,2715.34,1040.3,2080.6,634.74,Bank Transfer,Direct Sales,Completed,0.23376078133861689
ORD003508,2025-07-14,C0569,P039,S005,3,1595.53,0.0312,4786.59,149.34,4637.25,1171.41,3514.23,1123.02,Credit Card,Retail Store,Completed,0.24217370208636585
ORD003509,2024-07-19,C0277,P030,S024,2,470.33,0.0045,940.66,4.23,936.43,247.61,495.22,441.21,UPI,Online,Completed,0.47116175261364973
ORD003510,2024-09-14,C0276,P055,S014,1,768.97,0.1094,768.97,84.13,684.84,396.96,396.96,287.88,Bank Transfer,Online,Completed,0.42036096022428593
ORD003511,2025-04-24,C0234,P019,S004,2,1494.66,0.0674,2989.32,201.48,2787.84,958.38,1916.76,871.08,Credit Card,Direct Sales,Completed,0.312456955922865
ORD003512,2024-06-26,C0032,P004,S027,6,1131.75,0.0489,6790.5,332.06,6458.44,578.0,3468.0,2990.44,Bank Transfer,Online,Completed,0.46302822353385653
ORD003513,2024-05-02,C0760,P001,S014,5,1537.68,0.0905,7688.4,695.8,6992.6,884.5,4422.5,2570.1,Credit Card,Direct Sales,Completed,0.3675456911592254
ORD003514,2024-12-07,C1156,P040,S005,5,435.66,0.0644,2178.3,140.28,2038.02,236.04,1180.2,857.82,Bank Transfer,Retail Store,Completed,0.4209085288662526
ORD003515,2024-06-19,C0793,P032,S013,1,723.04,0.0446,723.04,32.25,690.79,392.4,392.4,298.39,Cash,Online,Completed,0.43195471851069067
ORD003516,2025-10-09,C0762,P012,S020,1,868.81,0.0199,868.81,17.29,851.52,519.75,519.75,331.77,Bank Transfer,Partner,Completed,0.3896209131905299
ORD003517,2024-02-28,C0265,P012,S028,5,868.81,0.0791,4344.05,343.61,4000.44,519.75,2598.75,1401.69,Credit Card,Retail Store,Completed,0.35038395776464587
ORD003518,2025-12-05,C0215,P020,S019,3,695.94,0.0759,2087.82,158.47,1929.35,374.13,1122.39,806.96,Bank Transfer,Online,Completed,0.4182548526705886
ORD003519,2025-04-09,C0282,P011,S006,2,837.2,0.08,1674.4,133.95,1540.45,404.51,809.02,731.43,Credit Card,Online,Completed,0.4748158005777532
ORD003520,2024-09-16,C0530,P053,S009,3,326.32,0.0417,978.96,40.82,938.14,218.75,656.25,281.89,Wallet,Direct Sales,Completed,0.3004775406655723
ORD003521,2025-01-07,C0002,P053,S022,8,326.32,0.0715,2610.56,186.66,2423.9,218.75,1750.0,673.9,UPI,Partner,Completed,0.27802302075168117
ORD003522,2024-04-04,C0513,P049,S023,1,1241.18,0.077,1241.18,95.57,1145.61,708.15,708.15,437.46,UPI,Partner,Completed,0.38185770026448795
ORD003523,2024-05-04,C0816,P030,S029,1,470.33,0.0236,470.33,11.1,459.23,247.61,247.61,211.62,UPI,Partner,Completed,0.4608148422359166
ORD003524,2024-02-10,C0464,P049,S008,3,1241.18,0.0698,3723.54,259.9,3463.64,708.15,2124.45,1339.19,UPI,Online,Completed,0.3866423762284764
ORD003525,2024-09-10,C0164,P055,S001,3,768.97,0.0529,2306.91,122.04,2184.87,396.96,1190.88,993.99,Bank Transfer,Partner,Completed,0.45494239931895264
ORD003526,2024-01-07,C0538,P044,S007,3,1027.24,0.027,3081.72,83.21,2998.51,751.51,2254.53,743.98,Bank Transfer,Online,Completed,0.24811656456039832
ORD003527,2025-04-15,C0511,P031,S024,1,203.5,0.0849,203.5,17.28,186.22,120.45,120.45,65.77,UPI,Online,Completed,0.3531844055418322
ORD003528,2025-12-28,C0555,P028,S029,3,996.84,0.0583,2990.52,174.35,2816.17,567.6,1702.8,1113.37,Wallet,Direct Sales,Completed,0.39534900236846493
ORD003529,2025-05-25,C0641,P044,S029,3,1027.24,0.0453,3081.72,139.6,2942.12,751.51,2254.53,687.59,Wallet,Online,Completed,0.2337056272347831
ORD003530,2025-08-03,C1095,P049,S029,1,1241.18,0.0216,1241.18,26.81,1214.37,708.15,708.15,506.22,Credit Card,Online,Completed,0.416858123965513
ORD003531,2024-03-09,C0259,P029,S012,3,1700.21,0.0658,5100.63,335.62,4765.01,1135.13,3405.39,1359.62,UPI,Partner,Completed,0.2853341336114719
ORD003532,2024-03-21,C0445,P041,S007,2,742.53,0.0525,1485.06,77.97,1407.09,568.5,1137.0,270.09,Credit Card,Partner,Completed,0.19194934225955695
ORD003533,2025-06-25,C0766,P022,S017,5,852.6,0.0566,4263.0,241.29,4021.71,478.71,2393.55,1628.16,UPI,Retail Store,Completed,0.4048427161580522
ORD003534,2025-08-07,C0065,P045,S018,3,942.01,0.0352,2826.03,99.48,2726.55,680.67,2042.01,684.54,Cash,Online,Completed,0.2510645321010067
ORD003535,2024-09-18,C0658,P049,S016,2,1241.18,0.026,2482.36,64.54,2417.82,708.15,1416.3,1001.52,Wallet,Direct Sales,Completed,0.4142243839491773
ORD003536,2024-03-29,C1126,P029,S004,6,1700.21,0.1193,10201.26,1217.01,8984.25,1135.13,6810.78,2173.47,Bank Transfer,Online,Completed,0.24192002671341511
ORD003537,2024-07-26,C1001,P001,S005,3,1537.68,0.0827,4613.04,381.5,4231.54,884.5,2653.5,1578.04,Cash,Online,Completed,0.37292333287644686
ORD003538,2024-07-31,C0042,P021,S009,1,1766.6,0.0505,1766.6,89.21,1677.39,1229.15,1229.15,448.24,Wallet,Online,Completed,0.26722467643183756
ORD003539,2024-09-22,C0879,P031,S009,2,203.5,0.0314,407.0,12.78,394.22,120.45,240.9,153.32,Bank Transfer,Direct Sales,Completed,0.38891989244584235
ORD003540,2024-10-19,C0196,P027,S027,3,1301.36,0.0979,3904.08,382.21,3521.87,781.74,2345.22,1176.65,Bank Transfer,Online,Completed,0.3340980785775739
ORD003541,2024-07-25,C1123,P035,S012,5,639.5,0.0592,3197.5,189.29,3008.21,497.95,2489.75,518.46,Credit Card,Online,Completed,0.17234834004274968
ORD003542,2024-11-28,C0388,P008,S002,1,623.65,0.0253,-623.65,-15.78,-607.87,399.04,-399.04,-208.83,Bank Transfer,Retail Store,Returned,0.3435438498363137
ORD003543,2024-03-17,C0065,P040,S023,4,435.66,0.0022,1742.64,3.83,1738.81,236.04,944.16,794.65,Credit Card,Online,Completed,0.4570079537154721
ORD003544,2024-10-14,C0223,P058,S003,3,996.5,0.1202,2989.5,359.34,2630.16,611.43,1834.29,795.87,Cash,Online,Completed,0.3025937585546127
ORD003545,2024-02-16,C0915,P008,S008,1,623.65,0.0598,623.65,37.29,586.36,399.04,399.04,187.32,UPI,Direct Sales,Completed,0.3194624462787366
ORD003546,2025-09-13,C1173,P006,S009,1,601.18,0.0714,601.18,42.92,558.26,452.01,452.01,106.25,Credit Card,Online,Completed,0.19032350517679936
ORD003547,2024-07-18,C0442,P015,S011,2,835.85,0.0063,1671.7,10.53,1661.17,410.04,820.08,841.09,Wallet,Partner,Completed,0.5063238560773431
ORD003548,2025-03-02,C1140,P021,S013,2,1766.6,0.0633,3533.2,223.65,3309.55,1229.15,2458.3,851.25,Credit Card,Direct Sales,Completed,0.2572101947394661
ORD003549,2024-07-28,C0903,P037,S020,1,646.6,0.0625,646.6,40.41,606.19,359.35,359.35,246.84,Credit Card,Retail Store,Completed,0.40719906300004943
ORD003550,2025-02-23,C0453,P006,S018,1,601.18,0.0963,601.18,57.89,543.29,452.01,452.01,91.28,Credit Card,Partner,Completed,0.16801339984170519
ORD003551,2024-06-02,C0320,P054,S014,6,194.76,0.0838,1168.56,97.93,1070.63,129.78,778.68,291.95,Wallet,Online,Completed,0.2726899115474066
ORD003552,2025-06-05,C0770,P029,S026,1,1700.21,0.0489,0.0,0.0,0.0,1135.13,0.0,0.0,Credit Card,Retail Store,Cancelled,0.2980328619045558
ORD003553,2025-02-18,C0883,P058,S025,2,996.5,0.0402,1993.0,80.12,1912.88,611.43,1222.86,690.02,UPI,Direct Sales,Completed,0.36072309815566056
ORD003554,2024-12-18,C1016,P025,S011,2,779.29,0.0473,1558.58,73.72,1484.86,485.42,970.84,514.02,Credit Card,Retail Store,Completed,0.3461740500787953
ORD003555,2024-06-05,C0451,P023,S002,1,1430.69,0.0146,1430.69,20.89,1409.8,822.45,822.45,587.35,Credit Card,Direct Sales,Completed,0.41661937863526743
ORD003556,2024-09-17,C0896,P038,S015,1,1120.56,0.0493,1120.56,55.24,1065.32,686.73,686.73,378.59,Bank Transfer,Direct Sales,Completed,0.3553767881950963
ORD003557,2024-03-17,C1103,P027,S002,2,1301.36,0.0355,2602.72,92.4,2510.32,781.74,1563.48,946.84,Cash,Retail Store,Completed,0.3771790050670831
ORD003558,2025-05-02,C0743,P042,S029,3,1788.05,0.0654,5364.15,350.82,5013.33,1041.65,3124.95,1888.38,Cash,Partner,Completed,0.3766717929998624
ORD003559,2024-05-10,C0357,P023,S013,5,1430.69,0.0454,7153.45,324.77,6828.68,822.45,4112.25,2716.43,Credit Card,Partner,Completed,0.3977972316758143
ORD003560,2025-08-01,C1143,P019,S025,5,1494.66,0.0227,7473.3,169.64,7303.66,958.38,4791.9,2511.76,Cash,Retail Store,Completed,0.34390428908246007
ORD003561,2025-03-30,C0782,P028,S022,2,996.84,0.0165,1993.68,32.9,1960.78,567.6,1135.2,825.58,Credit Card,Direct Sales,Completed,0.4210467263027979
ORD003562,2024-06-11,C0566,P034,S011,1,1552.92,0.0524,1552.92,81.37,1471.55,1185.29,1185.29,286.26,UPI,Retail Store,Completed,0.19452957765621284
ORD003563,2024-01-15,C1069,P058,S021,3,996.5,0.0322,-2989.5,-96.26,-2893.24,611.43,-1834.29,-1058.95,Wallet,Retail Store,Returned,0.36600835049978575
ORD003564,2024-08-19,C0528,P007,S027,3,1219.14,0.0381,3657.42,139.35,3518.07,857.09,2571.27,946.8,UPI,Online,Completed,0.26912483264971987
ORD003565,2024-07-13,C0724,P051,S015,1,382.6,0.1008,382.6,38.57,344.03,241.65,241.65,102.38,Credit Card,Online,Completed,0.2975903264250211
ORD003566,2025-06-25,C0241,P013,S006,3,1414.83,0.0202,0.0,0.0,0.0,1040.3,0.0,0.0,UPI,Direct Sales,Cancelled,0.2495581605049594
ORD003567,2024-12-24,C0614,P004,S015,1,1131.75,0.0568,1131.75,64.28,1067.47,578.0,578.0,489.47,Bank Transfer,Direct Sales,Completed,0.4585327924906555
ORD003568,2024-11-26,C0095,P011,S025,1,837.2,0.0127,837.2,10.63,826.57,404.51,404.51,422.06,Bank Transfer,Online,Completed,0.5106161607607341
ORD003569,2025-03-02,C0365,P050,S028,8,539.83,0.0622,4318.64,268.62,4050.02,265.17,2121.36,1928.66,Credit Card,Online,Completed,0.47620999402472086
ORD003570,2025-05-11,C1160,P021,S016,2,1766.6,0.1228,3533.2,433.88,3099.32,1229.15,2458.3,641.02,Credit Card,Online,Completed,0.2068260134481112
ORD003571,2025-04-30,C0025,P060,S001,1,138.39,0.0942,138.39,13.04,125.35,100.18,100.18,25.17,Credit Card,Partner,Completed,0.20079776625448745
ORD003572,2025-03-24,C0318,P021,S023,3,1766.6,0.0104,5299.8,55.12,5244.68,1229.15,3687.45,1557.23,UPI,Online,Completed,0.2969161130898358
ORD003573,2025-02-16,C0333,P043,S008,1,1566.69,0.0294,1566.69,46.06,1520.63,1215.35,1215.35,305.28,UPI,Online,Completed,0.20075889598390137
ORD003574,2024-11-25,C0914,P045,S020,1,942.01,0.0742,942.01,69.9,872.11,680.67,680.67,191.44,Credit Card,Direct Sales,Completed,0.2195135934687138
ORD003575,2024-05-26,C0562,P042,S029,5,1788.05,0.0543,8940.25,485.46,8454.79,1041.65,5208.25,3246.54,Bank Transfer,Partner,Completed,0.3839882480818565
ORD003576,2024-09-15,C0681,P026,S008,2,704.62,0.0858,1409.24,120.91,1288.33,479.79,959.58,328.75,Credit Card,Online,Completed,0.2551753044639184
ORD003577,2024-10-18,C0100,P031,S010,4,203.5,0.1006,814.0,81.89,732.11,120.45,481.8,250.31,Bank Transfer,Online,Completed,0.3419021731706984
ORD003578,2024-05-22,C0370,P049,S001,5,1241.18,0.0273,6205.9,169.42,6036.48,708.15,3540.75,2495.73,UPI,Online,Completed,0.41344127703562344
ORD003579,2025-09-18,C1036,P004,S011,3,1131.75,0.0424,3395.25,143.96,3251.29,578.0,1734.0,1517.29,Credit Card,Online,Completed,0.4666732281648207
ORD003580,2024-12-30,C0720,P003,S008,1,113.15,0.0358,113.15,4.05,109.1,71.8,71.8,37.3,Cash,Retail Store,Completed,0.34188817598533455
ORD003581,2024-03-30,C0077,P039,S015,2,1595.53,0.0829,3191.06,264.54,2926.52,1171.41,2342.82,583.7,Bank Transfer,Retail Store,Completed,0.19945190875169144
ORD003582,2025-12-20,C0587,P048,S019,1,1530.52,0.0792,1530.52,121.22,1409.3,910.11,910.11,499.19,Credit Card,Online,Completed,0.35421131057972044
ORD003583,2024-06-12,C0974,P021,S014,3,1766.6,0.0348,5299.8,184.43,5115.37,1229.15,3687.45,1427.92,Credit Card,Online,Completed,0.27914305319067834
ORD003584,2025-04-25,C0682,P038,S004,2,1120.56,0.0387,2241.12,86.73,2154.39,686.73,1373.46,780.93,Wallet,Direct Sales,Completed,0.36248311587038556
ORD003585,2024-03-24,C0691,P018,S008,2,478.25,0.0692,956.5,66.19,890.31,252.6,505.2,385.11,UPI,Online,Completed,0.4325571991778145
ORD003586,2024-03-17,C0088,P033,S024,3,1119.67,0.0419,3359.01,140.74,3218.27,771.16,2313.48,904.79,Cash,Online,Completed,0.2811417314271332
ORD003587,2025-11-03,C0465,P051,S027,1,382.6,0.0999,382.6,38.22,344.38,241.65,241.65,102.73,Credit Card,Online,Completed,0.29830419885010745
ORD003588,2025-05-31,C0494,P042,S029,1,1788.05,0.0918,1788.05,164.14,1623.91,1041.65,1041.65,582.26,Wallet,Online,Completed,0.3585543533816529
ORD003589,2025-04-29,C1142,P035,S012,6,639.5,0.047,3837.0,180.34,3656.66,497.95,2987.7,668.96,Bank Transfer,Online,Completed,0.18294290418031758
ORD003590,2025-08-12,C0136,P032,S018,5,723.04,0.0796,3615.2,287.77,3327.43,392.4,1962.0,1365.43,Bank Transfer,Online,Completed,0.4103557400155676
ORD003591,2025-08-25,C0978,P058,S009,8,996.5,0.0088,7972.0,70.15,7901.85,611.43,4891.44,3010.41,UPI,Online,Completed,0.38097534121756294
ORD003592,2025-08-21,C0187,P055,S004,1,768.97,0.0471,768.97,36.22,732.75,396.96,396.96,335.79,UPI,Online,Completed,0.45825997952917097
ORD003593,2024-04-13,C0542,P011,S006,2,837.2,0.0715,1674.4,119.72,1554.68,404.51,809.02,745.66,UPI,Online,Completed,0.47962281627087244
ORD003594,2025-03-27,C0579,P039,S014,1,1595.53,0.065,1595.53,103.71,1491.82,1171.41,1171.41,320.41,UPI,Retail Store,Completed,0.21477792226944273
ORD003595,2025-05-01,C0930,P058,S013,3,996.5,0.0637,2989.5,190.43,2799.07,611.43,1834.29,964.78,UPI,Online,Completed,0.34467876830518707
ORD003596,2024-12-04,C0811,P031,S008,4,203.5,0.0795,814.0,64.71,749.29,120.45,481.8,267.49,UPI,Retail Store,Completed,0.35699128508321215
ORD003597,2025-11-17,C0412,P030,S020,3,470.33,0.0267,1410.99,37.67,1373.32,247.61,742.83,630.49,UPI,Direct Sales,Completed,0.4590991174671599
ORD003598,2025-07-19,C0217,P038,S024,3,1120.56,0.032,3361.68,107.57,3254.11,686.73,2060.19,1193.92,Bank Transfer,Retail Store,Completed,0.3668960176515238
ORD003599,2025-04-22,C0670,P046,S029,4,530.17,0.0637,2120.68,135.09,1985.59,305.04,1220.16,765.43,UPI,Partner,Completed,0.3854924732699097
ORD003600,2025-12-23,C1095,P020,S007,1,695.94,0.107,695.94,74.47,621.47,374.13,374.13,247.34,UPI,Online,Completed,0.3979918580140634
ORD003601,2025-08-29,C0830,P040,S014,4,435.66,0.0426,1742.64,74.24,1668.4,236.04,944.16,724.24,Credit Card,Online,Completed,0.4340925437544953
ORD003602,2024-08-10,C1134,P026,S008,6,704.62,0.0615,4227.72,260.0,3967.72,479.79,2878.74,1088.98,UPI,Retail Store,Completed,0.27445989132297643
ORD003603,2024-01-09,C0285,P011,S012,3,837.2,0.0166,2511.6,41.69,2469.91,404.51,1213.53,1256.38,Credit Card,Online,Completed,0.5086744051402683
ORD003604,2024-02-22,C0883,P002,S020,3,97.66,0.019,-292.98,-5.57,-287.41,53.33,-159.99,-127.42,Credit Card,Partner,Returned,0.4433387843150899
ORD003605,2024-03-17,C0770,P039,S002,3,1595.53,0.0227,4786.59,108.66,4677.93,1171.41,3514.23,1163.7,Cash,Retail Store,Completed,0.24876387632991515
ORD003606,2025-12-18,C0569,P017,S004,5,227.77,0.0545,1138.85,62.07,1076.78,164.13,820.65,256.13,UPI,Partner,Completed,0.2378666022771597
ORD003607,2025-05-17,C0953,P024,S021,2,739.09,0.0765,1478.18,113.08,1365.1,542.12,1084.24,280.86,Credit Card,Retail Store,Completed,0.20574316899860817
ORD003608,2024-11-11,C0561,P030,S004,5,470.33,0.0005,2351.65,1.18,2350.47,247.61,1238.05,1112.42,Bank Transfer,Direct Sales,Completed,0.47327555765442664
ORD003609,2025-09-15,C0697,P037,S011,1,646.6,0.0368,646.6,23.79,622.81,359.35,359.35,263.46,UPI,Partner,Completed,0.42301825596891507
ORD003610,2024-06-13,C0711,P006,S024,1,601.18,0.0448,601.18,26.93,574.25,452.01,452.01,122.24,Credit Card,Online,Completed,0.21286895951240747
ORD003611,2024-10-05,C0530,P054,S010,1,194.76,0.0803,-194.76,-15.64,-179.12,129.78,-129.78,-49.34,Credit Card,Direct Sales,Returned,0.275457793657883
ORD003612,2024-01-27,C0489,P049,S005,1,1241.18,0.0452,1241.18,56.1,1185.08,708.15,708.15,476.93,Bank Transfer,Online,Completed,0.40244540452965205
ORD003613,2024-03-10,C0027,P023,S009,2,1430.69,0.0387,-2861.38,-110.74,-2750.64,822.45,-1644.9,-1105.74,Credit Card,Retail Store,Returned,0.40199371782566967
ORD003614,2024-08-05,C1142,P047,S007,3,943.05,0.0582,2829.15,164.66,2664.49,455.15,1365.45,1299.04,Cash,Retail Store,Completed,0.48753795285401713
ORD003615,2024-12-30,C1078,P035,S023,3,639.5,0.0444,1918.5,85.18,1833.32,497.95,1493.85,339.47,Wallet,Online,Completed,0.18516680121309975
ORD003616,2025-12-01,C0504,P050,S030,3,539.83,0.0226,-1619.49,-36.6,-1582.89,265.17,-795.51,-787.38,UPI,Partner,Returned,0.4974319125144514
ORD003617,2024-11-01,C0152,P047,S012,1,943.05,0.0558,943.05,52.62,890.43,455.15,455.15,435.28,Wallet,Retail Store,Completed,0.48884246936873194
ORD003618,2024-05-03,C0737,P055,S005,5,768.97,0.0662,3844.85,254.53,3590.32,396.96,1984.8,1605.52,Bank Transfer,Partner,Completed,0.44718019563715766
ORD003619,2024-01-19,C0479,P026,S003,1,704.62,0.0678,704.62,47.77,656.85,479.79,479.79,177.06,Credit Card,Retail Store,Completed,0.2695592601050468
ORD003620,2024-09-13,C1186,P025,S008,5,779.29,0.0142,3896.45,55.33,3841.12,485.42,2427.1,1414.02,Bank Transfer,Online,Completed,0.36812700462365144
ORD003621,2024-10-22,C0831,P036,S020,4,1185.47,0.0273,4741.88,129.45,4612.43,729.16,2916.64,1695.79,UPI,Partner,Completed,0.36765652812075195
ORD003622,2024-01-22,C0850,P055,S003,2,768.97,0.0855,1537.94,131.49,1406.45,396.96,793.92,612.53,Bank Transfer,Direct Sales,Completed,0.4355149489850332
ORD003623,2025-03-25,C0554,P021,S004,2,1766.6,0.0096,3533.2,33.92,3499.28,1229.15,2458.3,1040.98,Bank Transfer,Partner,Completed,0.29748405386250887
ORD003624,2025-07-05,C0287,P042,S012,5,1788.05,0.0667,8940.25,596.31,8343.94,1041.65,5208.25,3135.69,Credit Card,Direct Sales,Completed,0.37580447606286715
ORD003625,2025-07-03,C1183,P058,S030,10,996.5,0.0468,9965.0,466.36,9498.64,611.43,6114.3,3384.34,Bank Transfer,Retail Store,Completed,0.35629732256407237
ORD003626,2024-02-17,C0455,P043,S030,1,1566.69,0.0486,1566.69,76.14,1490.55,1215.35,1215.35,275.2,Credit Card,Retail Store,Completed,0.18462983462480292
ORD003627,2025-11-25,C0627,P023,S001,3,1430.69,0.0118,4292.07,50.65,4241.42,822.45,2467.35,1774.07,Bank Transfer,Direct Sales,Completed,0.41827265396966107
ORD003628,2025-08-09,C0212,P001,S008,1,1537.68,0.038,1537.68,58.43,1479.25,884.5,884.5,594.75,UPI,Online,Completed,0.4020618556701031
